name trial difficulty fixations accuracy phase hit group
experimental4 75 659 9 14 training true experimental
experimental4 76 659 3 17 training true experimental
experimental4 77 659 1 28 training true experimental
experimental4 78 659 6 18 training true experimental
experimental4 79 649 7 29 training true experimental
experimental4 80 649 12 12 training true experimental
experimental4 81 649 8 25 training true experimental
experimental4 82 659 2 22 training true experimental
experimental4 83 659 9 4 training true experimental
experimental4 84 659 2 28 training true experimental
experimental4 85 659 9 15 training true experimental
experimental4 86 659 12 11 training true experimental
experimental4 87 659 3 18 training true experimental
experimental4 88 659 4 21 training true experimental
experimental4 89 659 2 37 training true experimental
experimental4 90 649 1 42 training true experimental
experimental4 91 649 7 33 training true experimental
experimental4 92 649 2 27 training true experimental
experimental4 93 649 17 22 training true experimental
experimental4 94 649 8 8 training true experimental
experimental4 95 649 3 52 training true experimental
experimental4 96 649 2 11 training true experimental
experimental4 97 649 1 431 training false experimental
experimental4 98 649 6 16 training true experimental
experimental4 99 649 3 28 training true experimental
experimental4 100 649 1 247 training false experimental
experimental4 101 649 4 21 training true experimental
experimental4 102 649 2 13 training true experimental
experimental4 103 649 5 27 training true experimental
experimental4 104 639 5 13 training true experimental
experimental4 105 639 1 29 training true experimental
experimental4 106 639 3 13 training true experimental
experimental4 107 629 10 16 training true experimental
experimental4 108 629 6 19 training true experimental
experimental4 109 629 3 26 training true experimental
experimental4 110 629 4 10 training true experimental
experimental4 111 619 10 29 training true experimental
experimental4 112 619 4 33 training true experimental
experimental4 113 619 8 20 training true experimental
experimental4 114 619 5 37 training true experimental
experimental4 115 619 9 38 training true experimental
experimental4 116 619 2 14 training true experimental
experimental4 117 619 12 27 training true experimental
experimental4 118 619 5 35 training true experimental
experimental4 119 619 2 37 training true experimental
experimental4 120 619 1 9 training true experimental
experimental4 121 609 3 15 training true experimental
experimental4 122 609 3 23 training true experimental
experimental4 123 609 4 47 training true experimental
experimental4 124 599 1 26 training true experimental
experimental4 125 599 2 154 training false experimental
experimental4 126 599 6 14 training true experimental
experimental4 127 599 4 2 training true experimental
experimental4 128 599 5 11 training true experimental
experimental4 129 589 21 257 training false experimental
experimental4 130 589 2 38 training true experimental
experimental4 131 589 13 25 training true experimental
experimental4 132 589 10 32 training true experimental
experimental4 133 589 1 64 training false experimental
experimental4 134 599 2 6 training true experimental
experimental4 135 599 3 30 training true experimental
experimental4 136 599 1 22 training true experimental
experimental4 137 589 2 18 training true experimental
experimental4 138 589 3 48 training true experimental
experimental4 139 589 2 14 training true experimental
experimental4 140 579 12 28 training true experimental
experimental4 141 579 13 21 training true experimental
experimental4 142 579 2 16 training true experimental
experimental4 143 579 18 27 training true experimental
experimental4 144 579 1 46 training true experimental
experimental4 145 579 4 18 training true experimental
experimental4 146 579 3 37 training true experimental
experimental4 147 569 2 8 training true experimental
experimental4 148 569 1 12 training true experimental
experimental4 149 569 2 44 training true experimental
experimental4 150 559 1 12 training true experimental
experimental4 151 559 6 38 training true experimental
experimental4 152 559 4 46 training true experimental
experimental4 153 549 9 32 training true experimental
experimental4 154 549 1 36 training true experimental
experimental4 155 549 1 8 training true experimental
experimental4 156 549 2 9 training true experimental
experimental4 157 539 5 17 training true experimental
experimental4 158 539 4 16 training true experimental
experimental4 159 539 6 33 training true experimental
experimental4 160 529 8 6 training true experimental
experimental4 161 700 1 52 after true experimental
experimental4 162 700 2 33 after true experimental
experimental4 163 700 1 29 after true experimental
experimental4 164 690 3 22 after true experimental
experimental4 165 690 2 7 after true experimental
experimental4 166 690 5 21 after true experimental
experimental4 167 679 7 13 after true experimental
experimental4 168 679 5 29 after true experimental
experimental4 169 679 2 59 after true experimental
experimental4 170 679 1 44 after true experimental
experimental4 171 669 1 17 after true experimental
experimental4 172 669 1 256 after false experimental
experimental4 173 669 1 18 after true experimental
experimental4 174 669 6 17 after true experimental
experimental4 175 669 1 46 after true experimental
experimental4 176 659 1 38 after true experimental
experimental4 177 659 1 29 after true experimental
experimental4 178 659 1 37 after true experimental
experimental4 179 649 3 25 after true experimental
experimental4 180 649 2 32 after true experimental
experimental4 181 649 4 7 after true experimental
experimental4 182 639 1 21 after true experimental
experimental4 183 639 22 579 after false experimental
experimental4 184 639 5 24 after true experimental
experimental4 185 639 20 8 after true experimental
experimental4 186 639 5 18 after true experimental
experimental4 187 639 4 16 after true experimental
experimental4 188 639 3 51 after true experimental
experimental4 189 629 4 502 after false experimental
experimental4 190 629 4 134 after false experimental
experimental4 191 629 2 41 after true experimental
experimental4 192 629 1 10 after true experimental
experimental4 193 629 7 25 after true experimental
experimental4 194 629 2 22 after true experimental
experimental4 195 629 1 13 after true experimental
experimental4 196 629 1 22 after true experimental
experimental4 197 619 2 15 after true experimental
experimental4 198 619 9 23 after true experimental
experimental4 199 619 2 11 after true experimental
experimental4 200 619 6 182 after false experimental
experimental5 1 700 68 501 before false experimental
experimental5 2 700 7 40 before true experimental
experimental5 3 700 28 348 before false experimental
experimental5 4 710 7 331 before false experimental
experimental5 5 710 5 60 before true experimental
experimental5 6 710 27 7 before true experimental
experimental5 7 710 40 26 before true experimental
experimental5 8 710 7 58 before true experimental
experimental5 9 720 2 47 before true experimental
experimental5 10 720 6 31 before true experimental
experimental5 11 720 5 165 before false experimental
experimental5 12 720 2 18 before true experimental
experimental5 13 720 19 12 before true experimental
experimental5 14 720 12 9 before true experimental
experimental5 15 720 13 39 before true experimental
experimental5 16 730 6 160 before false experimental
experimental5 17 730 13 32 before true experimental
experimental5 18 730 2 268 before false experimental
experimental5 19 740 1 9 before true experimental
experimental5 20 740 3 19 before true experimental
experimental5 21 740 3 17 before true experimental
experimental5 22 730 6 41 before true experimental
experimental5 23 730 9 43 before true experimental
experimental5 24 730 1 21 before true experimental
experimental5 25 730 1 9 before true experimental
experimental5 26 730 2 37 before true experimental
experimental5 27 720 17 14 before true experimental
experimental5 28 720 6 341 before false experimental
experimental5 29 720 8 112 before false experimental
experimental5 30 730 4 23 before true experimental
experimental5 31 730 2 20 before true experimental
experimental5 32 730 3 22 before true experimental
experimental5 33 720 4 21 before true experimental
experimental5 34 720 4 47 before true experimental
experimental5 35 720 10 24 before true experimental
experimental5 36 720 1 19 before true experimental
experimental5 37 720 8 22 before true experimental
experimental5 38 720 2 41 before true experimental
experimental5 39 720 6 7 before true experimental
experimental5 40 720 1 12 before true experimental
experimental5 41 700 2 27 training true experimental
experimental5 42 700 7 37 training true experimental
experimental5 43 700 4 60 training true experimental
experimental5 44 700 7 41 training true experimental
experimental5 45 700 1 12 training true experimental
experimental5 46 700 3 16 training true experimental
experimental5 47 700 3 13 training true experimental
experimental5 48 690 2 14 training true experimental
experimental5 49 690 7 47 training true experimental
experimental5 50 690 8 380 training false experimental
experimental5 51 690 1 281 training false experimental
experimental5 52 700 1 24 training true experimental
experimental5 53 700 2 46 training true experimental
experimental5 54 700 9 507 training false experimental
experimental5 55 700 3 43 training true experimental
experimental5 56 700 7 17 training true experimental
experimental5 57 700 1 17 training true experimental
experimental5 58 700 5 33 training true experimental
experimental5 59 700 2 12 training true experimental
experimental5 60 690 2 18 training true experimental
experimental5 61 690 7 39 training true experimental
experimental5 62 690 12 24 training true experimental
experimental5 63 690 6 16 training true experimental
experimental5 64 690 2 33 training true experimental
experimental5 65 690 6 31 training true experimental
experimental5 66 679 4 41 training true experimental
experimental5 67 679 1 27 training true experimental
experimental5 68 679 5 2 training true experimental
experimental5 69 669 3 24 training true experimental
experimental5 70 669 3 48 training true experimental
experimental5 71 669 2 24 training true experimental
experimental5 72 659 6 56 training true experimental
experimental5 73 659 6 8 training true experimental
experimental5 74 659 1 19 training true experimental
experimental5 75 649 3 25 training true experimental
experimental5 76 649 2 48 training true experimental
experimental5 77 649 15 4 training true experimental
experimental5 78 649 4 48 training true experimental
experimental5 79 649 3 268 training false experimental
experimental5 80 649 5 20 training true experimental
experimental5 81 649 3 282 training false experimental
experimental5 82 649 1 302 training false experimental
experimental5 83 649 1 26 training true experimental
experimental5 84 649 2 5 training true experimental
experimental5 85 649 1 8 training true experimental
experimental5 86 639 1 4 training true experimental
experimental5 87 639 8 10 training true experimental
experimental5 88 639 10 32 training true experimental
experimental5 89 639 6 28 training true experimental
experimental5 90 639 2 0 training true experimental
experimental5 91 639 2 48 training true experimental
experimental5 92 629 5 19 training true experimental
experimental5 93 629 6 35 training true experimental
experimental5 94 629 2 28 training true experimental
experimental5 95 619 2 12 training true experimental
experimental5 96 619 2 10 training true experimental
experimental5 97 619 3 6 training true experimental
experimental5 98 609 3 29 training true experimental
experimental5 99 609 5 46 training true experimental
experimental5 100 609 6 26 training true experimental
experimental5 101 599 1 48 training true experimental
experimental5 102 599 4 29 training true experimental
experimental5 103 599 1 11 training true experimental
experimental5 104 589 1 65 training false experimental
experimental5 105 589 9 136 training false experimental
experimental5 106 589 6 37 training true experimental
experimental5 107 589 1 119 training false experimental
experimental5 108 589 1 491 training false experimental
experimental5 109 589 4 46 training true experimental
experimental5 110 589 8 75 training false experimental
experimental5 111 589 8 44 training true experimental
experimental5 112 589 2 344 training false experimental
experimental5 113 599 2 19 training true experimental
experimental5 114 599 7 24 training true experimental
experimental5 115 599 5 47 training true experimental
experimental5 116 599 6 42 training true experimental
experimental5 117 599 6 32 training true experimental
experimental5 118 589 4 60 training true experimental
experimental5 119 589 11 52 training true experimental
experimental5 120 589 4 50 training true experimental
experimental5 121 589 3 63 training false experimental
experimental5 122 589 9 34 training true experimental
experimental5 123 589 1 38 training true experimental
experimental5 124 589 6 4 training true experimental
experimental5 125 589 2 16 training true experimental
experimental5 126 579 12 640 training false experimental
experimental5 127 579 1 51 training true experimental
experimental5 128 579 1 28 training true experimental
experimental5 129 579 5 61 training false experimental
experimental5 130 579 3 259 training false experimental
experimental5 131 579 10 44 training true experimental
experimental5 132 589 3 65 training false experimental
experimental5 133 589 3 39 training true experimental
experimental5 134 589 2 598 training false experimental
experimental5 135 589 3 51 training true experimental
experimental5 136 589 1 296 training false experimental
experimental5 137 589 2 38 training true experimental
experimental5 138 589 4 19 training true experimental
experimental5 139 589 3 319 training false experimental
experimental5 140 589 5 21 training true experimental
experimental5 141 589 15 15 training true experimental
experimental5 142 589 2 226 training false experimental
experimental5 143 589 2 38 training true experimental
experimental5 144 589 2 5 training true experimental
experimental5 145 589 4 309 training false experimental
experimental5 146 589 1 58 training true experimental
experimental5 147 589 8 28 training true experimental
experimental5 148 589 1 37 training true experimental
experimental5 149 589 4 54 training true experimental
experimental5 150 589 4 52 training true experimental
experimental5 151 579 1 107 training false experimental
experimental5 152 579 3 59 training true experimental
experimental5 153 579 1 10 training true experimental
experimental5 154 579 9 14 training true experimental
experimental5 155 579 6 55 training true experimental
experimental5 156 579 4 112 training false experimental
experimental5 157 579 1 237 training false experimental
experimental5 158 579 5 24 training true experimental
experimental5 159 579 1 333 training false experimental
experimental5 160 579 1 119 training false experimental
experimental5 161 700 10 454 after false experimental
experimental5 162 700 4 31 after true experimental
experimental5 163 700 2 43 after true experimental
experimental5 164 700 1 30 after true experimental
experimental5 165 690 1 248 after false experimental
experimental5 166 690 2 34 after true experimental
experimental5 167 690 4 17 after true experimental
experimental5 168 690 3 34 after true experimental
experimental5 169 679 6 23 after true experimental
experimental5 170 679 2 58 after true experimental
experimental5 171 679 3 25 after true experimental
experimental5 172 669 1 33 after true experimental
experimental5 173 669 12 12 after true experimental
experimental5 174 669 4 22 after true experimental
experimental5 175 669 2 36 after true experimental
experimental5 176 669 2 33 after true experimental
experimental5 177 659 3 35 after true experimental
experimental5 178 659 3 0 after true experimental
experimental5 179 659 3 15 after true experimental
experimental5 180 649 6 156 after false experimental
experimental5 181 649 2 46 after true experimental
experimental5 182 649 4 38 after true experimental
experimental5 183 649 1 30 after true experimental
experimental5 184 639 3 61 after false experimental
experimental5 185 639 1 31 after true experimental
experimental5 186 639 4 74 after false experimental
experimental5 187 639 3 21 after true experimental
experimental5 188 639 2 15 after true experimental
experimental5 189 639 2 26 after true experimental
experimental5 190 629 3 42 after true experimental
experimental5 191 629 4 39 after true experimental
experimental5 192 629 4 40 after true experimental
experimental5 193 619 14 546 after false experimental
experimental5 194 619 2 72 after false experimental
experimental5 195 619 40 24 after true experimental
experimental5 196 629 2 66 after false experimental
experimental5 197 629 2 53 after true experimental
experimental5 198 629 2 36 after true experimental
experimental5 199 629 1 142 after false experimental
experimental5 200 629 1 10 after true experimental
