name trial difficulty fixations accuracy phase hit group
control5 123 589 2 7 training true control
control5 124 579 2 5 training true control
control5 125 579 5 10 training true control
control5 126 579 19 269 training false control
control5 127 579 6 31 training true control
control5 128 579 2 26 training true control
control5 129 579 20 8 training true control
control5 130 579 6 9 training true control
control5 131 579 6 565 training false control
control5 132 579 3 10 training true control
control5 133 579 7 7 training true control
control5 134 579 1 24 training true control
control5 135 579 2 25 training true control
control5 136 579 9 5 training true control
control5 137 579 1 48 training true control
control5 138 579 2 17 training true control
control5 139 579 2 21 training true control
control5 140 569 13 13 training true control
control5 141 569 25 7 training true control
control5 142 569 9 11 training true control
control5 143 579 3 7 training true control
control5 144 579 2 1 training true control
control5 145 579 6 9 training true control
control5 146 569 5 12 training true control
control5 147 569 4 11 training true control
control5 148 569 2 15 training true control
control5 149 559 6 12 training true control
control5 150 559 1 14 training true control
control5 151 559 14 7 training true control
control5 152 559 8 28 training true control
control5 153 559 1 10 training true control
control5 154 559 2 14 training true control
control5 155 559 3 5 training true control
control5 156 549 2 10 training true control
control5 157 549 14 8 training true control
control5 158 549 5 547 training false control
control5 159 549 3 286 training false control
control5 160 559 2 11 training true control
control5 161 700 6 6 after true control
control5 162 700 3 32 after true control
control5 163 700 1 17 after true control
control5 164 690 1 17 after true control
control5 165 690 1 30 after true control
control5 166 690 4 1 after true control
control5 167 679 2 8 after true control
control5 168 679 4 16 after true control
control5 169 679 1 17 after true control
control5 170 669 1 5 after true control
control5 171 669 4 18 after true control
control5 172 669 2 5 after true control
control5 173 659 6 16 after true control
control5 174 659 5 8 after true control
control5 175 659 5 9 after true control
control5 176 649 6 17 after true control
control5 177 649 1 20 after true control
control5 178 649 24 11 after true control
control5 179 649 2 15 after true control
control5 180 649 1 288 after false control
control5 181 649 5 19 after true control
control5 182 649 2 12 after true control
control5 183 649 1 13 after true control
control5 184 639 4 5 after true control
control5 185 639 5 20 after true control
control5 186 639 1 17 after true control
control5 187 629 6 4 after true control
control5 188 629 2 21 after true control
control5 189 629 10 28 after true control
control5 190 629 1 13 after true control
control5 191 629 6 15 after true control
control5 192 629 9 9 after true control
control5 193 629 5 16 after true control
control5 194 629 1 7 after true control
control5 195 629 4 10 after true control
control5 196 619 6 11 after true control
control5 197 619 1 17 after true control
control5 198 619 21 7 after true control
control5 199 619 2 49 after true control
control5 200 619 2 16 after true control
experimental1 1 700 3 29 before true experimental
experimental1 2 700 6 44 before true experimental
experimental1 3 700 7 39 before true experimental
experimental1 4 700 5 123 before false experimental
experimental1 5 700 2 23 before true experimental
experimental1 6 700 12 20 before true experimental
experimental1 7 700 3 16 before true experimental
experimental1 8 700 4 14 before true experimental
experimental1 9 700 6 31 before true experimental
experimental1 10 690 5 65 before false experimental
experimental1 11 690 2 2 before true experimental
experimental1 12 690 3 25 before true experimental
experimental1 13 690 6 361 before false experimental
experimental1 14 690 3 26 before true experimental
experimental1 15 690 5 8 before true experimental
experimental1 16 690 18 329 before false experimental
experimental1 17 690 1 32 before true experimental
experimental1 18 690 1 21 before true experimental
experimental1 19 690 5 30 before true experimental
experimental1 20 679 5 2 before true experimental
experimental1 21 679 1 6 before true experimental
experimental1 22 679 3 25 before true experimental
experimental1 23 669 4 34 before true experimental
experimental1 24 669 2 4 before true experimental
experimental1 25 669 5 25 before true experimental
experimental1 26 659 1 14 before true experimental
experimental1 27 659 1 12 before true experimental
experimental1 28 659 14 12 before true experimental
experimental1 29 659 4 16 before true experimental
experimental1 30 659 3 67 before false experimental
experimental1 31 659 3 104 before false experimental
experimental1 32 659 6 18 before true experimental
experimental1 33 659 15 36 before true experimental
experimental1 34 659 5 8 before true experimental
experimental1 35 659 4 47 before true experimental
experimental1 36 659 4 13 before true experimental
experimental1 37 649 7 25 before true experimental
experimental1 38 649 1 15 before true experimental
experimental1 39 649 1 17 before true experimental
experimental1 40 649 3 19 before true experimental
experimental1 41 700 5 26 training true experimental
experimental1 42 700 1 54 training true experimental
experimental1 43 700 6 24 training true experimental
experimental1 44 690 3 21 training true experimental
experimental1 45 690 5 33 training true experimental
experimental1 46 690 2 12 training true experimental
experimental1 47 679 4 7 training true experimental
experimental1 48 679 3 16 training true experimental
experimental1 49 679 4 7 training true experimental
experimental1 50 669 6 15 training true experimental
experimental1 51 669 2 43 training true experimental
experimental1 52 669 4 38 training true experimental
experimental1 53 659 1 38 training true experimental
experimental1 54 659 4 14 training true experimental
experimental1 55 659 4 287 training false experimental
experimental1 56 659 3 11 training true experimental
experimental1 57 659 5 27 training true experimental
experimental1 58 659 2 13 training true experimental
experimental1 59 649 2 36 training true experimental
experimental1 60 649 17 12 training true experimental
experimental1 61 649 1 18 training true experimental
experimental1 62 649 2 451 training false experimental
experimental1 63 649 2 65 training false experimental
experimental1 64 649 1 27 training true experimental
experimental1 65 649 1 14 training true experimental
experimental1 66 649 4 30 training true experimental
experimental1 67 639 2 20 training true experimental
experimental1 68 639 3 44 training true experimental
experimental1 69 639 19 188 training false experimental
experimental1 70 639 4 20 training true experimental
experimental1 71 639 8 26 training true experimental
experimental1 72 639 4 27 training true experimental
experimental1 73 639 3 37 training true experimental
experimental1 74 639 5 14 training true experimental
experimental1 75 629 4 21 training true experimental
experimental1 76 629 10 489 training false experimental
experimental1 77 629 2 23 training true experimental
experimental1 78 629 5 20 training true experimental
experimental1 79 629 2 7 training true experimental
experimental1 80 619 17 34 training true experimental
experimental1 81 619 7 52 training true experimental
experimental1 82 619 10 38 training true experimental
experimental1 83 629 5 33 training true experimental
experimental1 84 629 3 55 training true experimental
experimental1 85 629 1 15 training true experimental
experimental1 86 619 5 9 training true experimental
experimental1 87 619 2 45 training true experimental
experimental1 88 619 3 40 training true experimental
experimental1 89 609 3 42 training true experimental
experimental1 90 609 5 19 training true experimental
experimental1 91 609 2 31 training true experimental
experimental1 92 599 2 26 training true experimental
experimental1 93 599 2 16 training true experimental
experimental1 94 599 6 29 training true experimental
experimental1 95 589 3 52 training true experimental
experimental1 96 589 3 40 training true experimental
experimental1 97 589 5 21 training true experimental
experimental1 98 579 11 18 training true experimental
experimental1 99 579 4 17 training true experimental
experimental1 100 579 5 4 training true experimental
experimental1 101 579 6 25 training true experimental
experimental1 102 569 3 25 training true experimental
experimental1 103 569 1 28 training true experimental
experimental1 104 569 6 36 training true experimental
experimental1 105 559 9 16 training true experimental
experimental1 106 559 2 12 training true experimental
experimental1 107 559 3 22 training true experimental
experimental1 108 559 4 9 training true experimental
experimental1 109 549 3 87 training false experimental
experimental1 110 549 8 365 training false experimental
experimental1 111 549 1 8 training true experimental
experimental1 112 549 1 42 training true experimental
experimental1 113 549 4 25 training true experimental
experimental1 114 539 9 4 training true experimental
experimental1 115 539 8 34 training true experimental
experimental1 116 539 2 6 training true experimental
experimental1 117 539 6 23 training true experimental
experimental1 118 539 5 6 training true experimental
experimental1 119 529 3 43 training true experimental
experimental1 120 529 9 15 training true experimental
experimental1 121 529 11 7 training true experimental
experimental1 122 529 6 9 training true experimental
experimental1 123 529 6 33 training true experimental
experimental1 124 529 5 40 training true experimental
experimental1 125 519 3 50 training true experimental
experimental1 126 519 3 6 training true experimental
experimental1 127 519 2 17 training true experimental
experimental1 128 509 14 12 training true experimental
experimental1 129 509 2 42 training true experimental
experimental1 130 509 5 2 training true experimental
experimental1 131 509 9 20 training true experimental
experimental1 132 509 6 28 training true experimental
experimental1 133 509 8 8 training true experimental
experimental1 134 509 5 31 training true experimental
experimental1 135 509 10 9 training true experimental
experimental1 136 509 9 16 training true experimental
experimental1 137 509 7 261 training false experimental
experimental1 138 519 6 19 training true experimental
experimental1 139 519 4 58 training true experimental
experimental1 140 519 4 27 training true experimental
experimental1 141 509 6 7 training true experimental
experimental1 142 509 9 12 training true experimental
experimental1 143 509 10 32 training true experimental
experimental1 144 509 4 24 training true experimental
experimental1 145 509 6 38 training true experimental
experimental1 146 509 5 65 training false experimental
experimental1 147 509 1 21 training true experimental
experimental1 148 509 6 6 training true experimental
experimental1 149 509 11 38 training true experimental
experimental1 150 509 7 29 training true experimental
experimental1 151 509 3 23 training true experimental
experimental1 152 509 1 39 training true experimental
experimental1 153 509 4 20 training true experimental
experimental1 154 499 5 52 training true experimental
experimental1 155 499 3 21 training true experimental
experimental1 156 499 12 3 training true experimental
experimental1 157 499 10 314 training false experimental
experimental1 158 499 3 28 training true experimental
experimental1 159 499 6 23 training true experimental
experimental1 160 499 6 18 training true experimental
experimental1 161 700 4 12 after true experimental
experimental1 162 700 1 41 after true experimental
experimental1 163 700 1 26 after true experimental
experimental1 164 690 12 419 after false experimental
experimental1 165 690 2 55 after true experimental
experimental1 166 690 3 16 after true experimental
experimental1 167 690 1 51 after true experimental
experimental1 168 679 1 46 after true experimental
experimental1 169 679 1 33 after true experimental
experimental1 170 679 6 5 after true experimental
experimental1 171 669 3 64 after false experimental
experimental1 172 669 1 335 after false experimental
experimental1 173 669 4 26 after true experimental
experimental1 174 669 9 26 after true experimental
experimental1 175 669 5 41 after true experimental
experimental1 176 669 5 22 after true experimental
experimental1 177 669 4 14 after true experimental
experimental1 178 659 1 20 after true experimental
experimental1 179 659 6 40 after true experimental
experimental1 180 659 1 74 after false experimental
experimental1 181 659 4 6 after true experimental
experimental1 182 659 2 89 after false experimental
experimental1 183 659 6 10 after true experimental
experimental1 184 659 5 7 after true experimental
experimental1 185 659 1 28 after true experimental
experimental1 186 649 3 53 after true experimental
experimental1 187 649 5 13 after true experimental
experimental1 188 649 5 9 after true experimental
experimental1 189 639 3 32 after true experimental
experimental1 190 639 3 10 after true experimental
experimental1 191 639 3 7 after true experimental
experimental1 192 629 12 14 after true experimental
experimental1 193 629 3 18 after true experimental
experimental1 194 629 5 13 after true experimental
experimental1 195 629 3 21 after true experimental
experimental1 196 619 5 13 after true experimental
experimental1 197 619 6 6 after true experimental
experimental1 198 619 11 36 after true experimental
experimental1 199 619 3 41 after true experimental
experimental1 200 619 4 23 after true experimental
experimental2 1 700 20 14 before true experimental
experimental2 2 700 7 15 before true experimental
experimental2 3 700 5 19 before true experimental
experimental2 4 700 8 638 before false experimental
experimental2 5 700 9 12 before true experimental
experimental2 6 700 1 25 before true experimental
experimental2 7 700 2 47 before true experimental
experimental2 8 700 6 43 before true experimental
experimental2 9 690 3 23 before true experimental
experimental2 10 690 6 13 before true experimental
experimental2 11 690 5 16 before true experimental
experimental2 12 679 1 11 before true experimental
experimental2 13 679 4 12 before true experimental
experimental2 14 679 14 21 before true experimental
experimental2 15 679 4 18 before true experimental
experimental2 16 679 4 24 before true experimental
experimental2 17 679 7 17 before true experimental
experimental2 18 679 4 16 before true experimental
experimental2 19 679 1 21 before true experimental
experimental2 20 679 7 47 before true experimental
experimental2 21 679 4 22 before true experimental
experimental2 22 679 5 13 before true experimental
experimental2 23 679 3 66 before false experimental
experimental2 24 679 4 42 before true experimental
experimental2 25 679 2 17 before true experimental
experimental2 26 679 2 44 before true experimental
experimental2 27 669 4 39 before true experimental
experimental2 28 669 1 19 before true experimental
experimental2 29 669 4 31 before true experimental
experimental2 30 659 2 12 before true experimental
experimental2 31 659 4 22 before true experimental
experimental2 32 659 12 27 before true experimental
experimental2 33 659 1 16 before true experimental
experimental2 34 659 1 6 before true experimental
experimental2 35 659 3 20 before true experimental
experimental2 36 649 28 528 before false experimental
experimental2 37 649 4 52 before true experimental
experimental2 38 649 6 39 before true experimental
experimental2 39 649 2 18 before true experimental
experimental2 40 639 5 18 before true experimental
experimental2 41 700 1 24 training true experimental
experimental2 42 700 2 19 training true experimental
experimental2 43 700 1 18 training true experimental
experimental2 44 690 2 17 training true experimental
experimental2 45 690 1 30 training true experimental
experimental2 46 690 7 18 training true experimental
experimental2 47 690 3 10 training true experimental
experimental2 48 690 6 9 training true experimental
experimental2 49 690 3 13 training true experimental
experimental2 50 679 1 3 training true experimental
experimental2 51 679 1 18 training true experimental
experimental2 52 679 1 19 training true experimental
experimental2 53 669 6 16 training true experimental
experimental2 54 669 6 11 training true experimental
experimental2 55 669 12 28 training true experimental
experimental2 56 669 14 5 training true experimental
experimental2 57 669 3 7 training true experimental
experimental2 58 669 9 17 training true experimental
experimental2 59 669 31 38 training true experimental
experimental2 60 669 3 14 training true experimental
experimental2 61 669 9 36 training true experimental
experimental2 62 669 3 29 training true experimental
experimental2 63 669 10 33 training true experimental
experimental2 64 669 7 22 training true experimental
experimental2 65 669 8 22 training true experimental
experimental2 66 679 13 9 training true experimental
experimental2 67 679 5 15 training true experimental
experimental2 68 679 3 26 training true experimental
experimental2 69 679 2 9 training true experimental
experimental2 70 669 5 445 training false experimental
experimental2 71 669 3 6 training true experimental
experimental2 72 669 6 33 training true experimental
experimental2 73 669 1 47 training true experimental
experimental2 74 659 5 17 training true experimental
experimental2 75 659 3 15 training true experimental
experimental2 76 659 1 29 training true experimental
experimental2 77 649 1 7 training true experimental
experimental2 78 649 4 16 training true experimental
experimental2 79 649 3 30 training true experimental
experimental2 80 639 4 5 training true experimental
experimental2 81 639 13 49 training true experimental
experimental2 82 639 2 43 training true experimental
experimental2 83 639 15 7 training true experimental
experimental2 84 639 1 40 training true experimental
experimental2 85 639 2 15 training true experimental
experimental2 86 639 4 52 training true experimental
experimental2 87 629 1 554 training false experimental
experimental2 88 629 9 27 training true experimental
experimental2 89 629 1 46 training true experimental
experimental2 90 629 4 18 training true experimental
experimental2 91 629 1 21 training true experimental
experimental2 92 619 3 24 training true experimental
experimental2 93 619 12 20 training true experimental
experimental2 94 619 4 23 training true experimental
experimental2 95 619 5 30 training true experimental
experimental2 96 619 7 28 training true experimental
experimental2 97 619 2 44 training true experimental
experimental2 98 619 6 59 training true experimental
experimental2 99 619 2 26 training true experimental
experimental2 100 609 5 9 training true experimental
experimental2 101 609 4 15 training true experimental
experimental2 102 609 1 21 training true experimental
experimental2 103 599 5 27 training true experimental
experimental2 104 599 6 42 training true experimental
experimental2 105 599 1 32 training true experimental
experimental2 106 589 4 13 training true experimental
experimental2 107 589 2 40 training true experimental
experimental2 108 589 6 22 training true experimental
experimental2 109 579 8 35 training true experimental
experimental2 110 579 10 17 training true experimental
experimental2 111 579 5 30 training true experimental
experimental2 112 579 1 8 training true experimental
experimental2 113 579 3 42 training true experimental
experimental2 114 569 3 19 training true experimental
experimental2 115 569 1 315 training false experimental
experimental2 116 569 5 33 training true experimental
experimental2 117 569 10 20 training true experimental
experimental2 118 569 8 5 training true experimental
experimental2 119 569 2 34 training true experimental
experimental2 120 569 19 71 training false experimental
experimental2 121 569 20 25 training true experimental
experimental2 122 569 4 28 training true experimental
experimental2 123 569 14 37 training true experimental
experimental2 124 569 2 55 training true experimental
experimental2 125 569 15 23 training true experimental
experimental2 126 569 2 11 training true experimental
experimental2 127 569 9 28 training true experimental
experimental2 128 569 8 44 training true experimental
experimental2 129 569 3 40 training true experimental
experimental2 130 569 6 34 training true experimental
experimental2 131 569 11 26 training true experimental
experimental2 132 569 10 10 training true experimental
experimental2 133 569 3 26 training true experimental
experimental2 134 569 1 27 training true experimental
experimental2 135 569 1 25 training true experimental
experimental2 136 559 4 30 training true experimental
experimental2 137 559 3 16 training true experimental
experimental2 138 559 20 24 training true experimental
experimental2 139 559 4 21 training true experimental
experimental2 140 559 6 2 training true experimental
experimental2 141 559 6 20 training true experimental
experimental2 142 549 6 21 training true experimental
experimental2 143 549 3 189 training false experimental
experimental2 144 549 4 16 training true experimental
experimental2 145 549 10 29 training true experimental
experimental2 146 549 14 29 training true experimental
experimental2 147 549 1 657 training false experimental
experimental2 148 559 1 34 training true experimental
experimental2 149 559 7 12 training true experimental
experimental2 150 559 4 27 training true experimental
experimental2 151 559 8 5 training true experimental
experimental2 152 559 4 24 training true experimental
experimental2 153 559 4 28 training true experimental
experimental2 154 559 1 25 training true experimental
experimental2 155 549 2 34 training true experimental
experimental2 156 549 3 248 training false experimental
experimental2 157 549 5 5 training true experimental
experimental2 158 549 11 19 training true experimental
experimental2 159 549 19 47 training true experimental
experimental2 160 549 6 23 training true experimental
experimental2 161 700 4 14 after true experimental
experimental2 162 700 9 62 after false experimental
experimental2 163 700 2 31 after true experimental
experimental2 164 700 2 16 after true experimental
experimental2 165 700 1 12 after true experimental
experimental2 166 690 3 45 after true experimental
experimental2 167 690 2 12 after true experimental
experimental2 168 690 3 20 after true experimental
experimental2 169 679 6 48 after true experimental
experimental2 170 679 5 47 after true experimental
experimental2 171 679 5 20 after true experimental
experimental2 172 669 2 32 after true experimental
experimental2 173 669 4 22 after true experimental
experimental2 174 669 1 390 after false experimental
experimental2 175 669 7 45 after true experimental
experimental2 176 669 5 26 after true experimental
experimental2 177 669 4 6 after true experimental
experimental2 178 669 2 45 after true experimental
experimental2 179 659 8 43 after true experimental
experimental2 180 659 9 14 after true experimental
experimental2 181 659 7 13 after true experimental
experimental2 182 669 2 20 after true experimental
experimental2 183 669 3 3 after true experimental
experimental2 184 669 7 13 after true experimental
experimental2 185 669 6 36 after true experimental
experimental2 186 669 9 11 after true experimental
experimental2 187 669 5 45 after true experimental
experimental2 188 669 6 58 after true experimental
experimental2 189 669 1 21 after true experimental
experimental2 190 659 1 37 after true experimental
experimental2 191 659 10 532 after false experimental
experimental2 192 659 4 22 after true experimental
experimental2 193 659 11 43 after true experimental
experimental2 194 659 3 40 after true experimental
experimental2 195 659 14 478 after false experimental
experimental2 196 659 4 15 after true experimental
experimental2 197 659 2 55 after true experimental
experimental2 198 659 9 22 after true experimental
experimental2 199 659 7 8 after true experimental
experimental2 200 659 4 29 after true experimental
experimental3 1 700 4 92 before false experimental
experimental3 2 700 6 497 before false experimental
experimental3 3 700 13 362 before false experimental
experimental3 4 710 1 420 before false experimental
experimental3 5 710 15 436 before false experimental
experimental3 6 710 6 39 before true experimental
experimental3 7 710 4 66 before false experimental
experimental3 8 710 22 244 before false experimental
experimental3 9 710 22 31 before true experimental
experimental3 10 720 10 18 before true experimental
experimental3 11 720 2 369 before false experimental
experimental3 12 720 3 325 before false experimental
experimental3 13 730 6 44 before true experimental
experimental3 14 730 1 448 before false experimental
experimental3 15 730 4 28 before true experimental
experimental3 16 730 6 43 before true experimental
experimental3 17 730 1 21 before true experimental
experimental3 18 720 5 48 before true experimental
experimental3 19 720 5 87 before false experimental
experimental3 20 720 2 30 before true experimental
experimental3 21 720 2 28 before true experimental
experimental3 22 720 3 70 before false experimental
experimental3 23 720 8 14 before true experimental
experimental3 24 720 3 38 before true experimental
experimental3 25 720 10 25 before true experimental
experimental3 26 720 7 15 before true experimental
experimental3 27 720 3 37 before true experimental
experimental3 28 720 9 31 before true experimental
experimental3 29 720 3 8 before true experimental
experimental3 30 720 1 81 before false experimental
experimental3 31 720 8 19 before true experimental
experimental3 32 720 3 58 before true experimental
experimental3 33 720 4 16 before true experimental
experimental3 34 720 2 38 before true experimental
experimental3 35 710 1 30 before true experimental
experimental3 36 710 10 53 before true experimental
experimental3 37 710 4 56 before true experimental
experimental3 38 710 6 24 before true experimental
experimental3 39 710 6 26 before true experimental
experimental3 40 700 1 48 before true experimental
experimental3 41 700 4 59 training true experimental
experimental3 42 700 6 53 training true experimental
experimental3 43 700 21 48 training true experimental
experimental3 44 700 2 500 training false experimental
experimental3 45 700 2 47 training true experimental
experimental3 46 700 19 35 training true experimental
experimental3 47 700 8 27 training true experimental
experimental3 48 700 8 13 training true experimental
experimental3 49 710 7 14 training true experimental
experimental3 50 710 2 77 training false experimental
experimental3 51 710 6 40 training true experimental
experimental3 52 710 2 57 training true experimental
experimental3 53 710 3 50 training true experimental
experimental3 54 700 6 44 training true experimental
experimental3 55 700 3 45 training true experimental
experimental3 56 700 6 21 training true experimental
experimental3 57 690 1 519 training false experimental
experimental3 58 690 4 30 training true experimental
experimental3 59 690 6 23 training true experimental
experimental3 60 690 3 44 training true experimental
experimental3 61 679 9 25 training true experimental
experimental3 62 679 3 11 training true experimental
experimental3 63 679 2 22 training true experimental
experimental3 64 679 3 28 training true experimental
experimental3 65 669 6 16 training true experimental
experimental3 66 669 6 36 training true experimental
experimental3 67 669 1 47 training true experimental
experimental3 68 659 5 25 training true experimental
experimental3 69 659 2 48 training true experimental
experimental3 70 659 1 8 training true experimental
experimental3 71 649 4 46 training true experimental
experimental3 72 649 4 14 training true experimental
experimental3 73 649 8 6 training true experimental
experimental3 74 649 3 22 training true experimental
experimental3 75 649 5 70 training false experimental
experimental3 76 649 5 301 training false experimental
experimental3 77 649 9 46 training true experimental
experimental3 78 659 3 537 training false experimental
experimental3 79 659 8 14 training true experimental
experimental3 80 659 3 16 training true experimental
experimental3 81 659 8 16 training true experimental
experimental3 82 659 9 23 training true experimental
experimental3 83 659 4 22 training true experimental
experimental3 84 659 1 43 training true experimental
experimental3 85 659 5 18 training true experimental
experimental3 86 649 3 8 training true experimental
experimental3 87 649 4 5 training true experimental
experimental3 88 649 10 14 training true experimental
experimental3 89 649 5 17 training true experimental
experimental3 90 649 5 67 training false experimental
experimental3 91 649 4 38 training true experimental
experimental3 92 649 2 13 training true experimental
experimental3 93 649 1 186 training false experimental
experimental3 94 649 5 38 training true experimental
experimental3 95 649 2 13 training true experimental
experimental3 96 649 5 60 training true experimental
experimental3 97 639 12 36 training true experimental
experimental3 98 639 3 78 training false experimental
experimental3 99 639 7 7 training true experimental
experimental3 100 649 3 46 training true experimental
experimental3 101 649 7 37 training true experimental
experimental3 102 649 10 69 training false experimental
experimental3 103 649 7 7 training true experimental
experimental3 104 659 1 52 training true experimental
experimental3 105 659 5 529 training false experimental
experimental3 106 659 3 13 training true experimental
experimental3 107 659 5 73 training false experimental
experimental3 108 659 7 52 training true experimental
experimental3 109 659 7 84 training false experimental
experimental3 110 669 3 41 training true experimental
experimental3 111 669 2 31 training true experimental
experimental3 112 669 11 49 training true experimental
experimental3 113 669 1 24 training true experimental
experimental3 114 669 1 18 training true experimental
experimental3 115 669 1 313 training false experimental
experimental3 116 669 8 55 training true experimental
experimental3 117 669 6 33 training true experimental
experimental3 118 669 1 377 training false experimental
experimental3 119 669 7 67 training false experimental
experimental3 120 669 5 28 training true experimental
experimental3 121 669 1 83 training false experimental
experimental3 122 669 1 27 training true experimental
experimental3 123 669 8 41 training true experimental
experimental3 124 669 1 393 training false experimental
experimental3 125 669 3 9 training true experimental
experimental3 126 669 6 40 training true experimental
experimental3 127 669 8 11 training true experimental
experimental3 128 669 3 63 training false experimental
experimental3 129 669 1 26 training true experimental
experimental3 130 669 1 30 training true experimental
experimental3 131 669 1 281 training false experimental
experimental3 132 669 1 41 training true experimental
experimental3 133 669 2 14 training true experimental
experimental3 134 669 5 6 training true experimental
experimental3 135 659 5 44 training true experimental
experimental3 136 659 5 15 training true experimental
experimental3 137 659 3 48 training true experimental
experimental3 138 649 1 7 training true experimental
experimental3 139 649 3 30 training true experimental
experimental3 140 649 2 6 training true experimental
experimental3 141 639 1 2 training true experimental
experimental3 142 639 5 40 training true experimental
experimental3 143 639 7 56 training true experimental
experimental3 144 639 3 19 training true experimental
experimental3 145 639 1 35 training true experimental
experimental3 146 639 4 16 training true experimental
experimental3 147 629 1 25 training true experimental
experimental3 148 629 4 16 training true experimental
experimental3 149 629 3 41 training true experimental
experimental3 150 619 1 22 training true experimental
experimental3 151 619 8 10 training true experimental
experimental3 152 619 5 78 training false experimental
experimental3 153 619 5 22 training true experimental
experimental3 154 619 8 45 training true experimental
experimental3 155 619 5 17 training true experimental
experimental3 156 619 6 35 training true experimental
experimental3 157 619 15 1 training true experimental
experimental3 158 619 10 25 training true experimental
experimental3 159 619 5 46 training true experimental
experimental3 160 619 1 36 training true experimental
experimental3 161 700 9 17 after true experimental
experimental3 162 700 2 20 after true experimental
experimental3 163 700 4 6 after true experimental
experimental3 164 700 2 139 after false experimental
experimental3 165 700 4 7 after true experimental
experimental3 166 700 1 14 after true experimental
experimental3 167 700 1 61 after false experimental
experimental3 168 700 1 352 after false experimental
experimental3 169 700 6 52 after true experimental
experimental3 170 700 2 19 after true experimental
experimental3 171 700 3 8 after true experimental
experimental3 172 690 5 46 after true experimental
experimental3 173 690 9 10 after true experimental
experimental3 174 690 5 18 after true experimental
experimental3 175 690 3 21 after true experimental
experimental3 176 690 2 5 after true experimental
experimental3 177 679 2 27 after true experimental
experimental3 178 679 2 13 after true experimental
experimental3 179 679 2 38 after true experimental
experimental3 180 669 4 15 after true experimental
experimental3 181 669 1 63 after false experimental
experimental3 182 669 4 15 after true experimental
experimental3 183 669 4 43 after true experimental
experimental3 184 669 2 21 after true experimental
experimental3 185 659 5 49 after true experimental
experimental3 186 659 6 13 after true experimental
experimental3 187 659 2 16 after true experimental
experimental3 188 649 1 4 after true experimental
experimental3 189 649 3 38 after true experimental
experimental3 190 649 1 23 after true experimental
experimental3 191 639 5 17 after true experimental
experimental3 192 639 8 34 after true experimental
experimental3 193 639 2 14 after true experimental
experimental3 194 639 7 28 after true experimental
experimental3 195 639 2 19 after true experimental
experimental3 196 639 5 28 after true experimental
experimental3 197 639 2 20 after true experimental
experimental3 198 629 3 22 after true experimental
experimental3 199 629 13 52 after true experimental
experimental3 200 629 3 43 after true experimental
experimental4 1 700 8 586 before false experimental
experimental4 2 700 2 22 before true experimental
experimental4 3 700 35 434 before false experimental
experimental4 4 700 16 24 before true experimental
experimental4 5 700 9 19 before true experimental
experimental4 6 710 7 38 before true experimental
experimental4 7 710 2 52 before true experimental
experimental4 8 710 6 18 before true experimental
experimental4 9 710 4 23 before true experimental
experimental4 10 700 5 43 before true experimental
experimental4 11 700 1 11 before true experimental
experimental4 12 700 5 23 before true experimental
experimental4 13 690 3 15 before true experimental
experimental4 14 690 3 10 before true experimental
experimental4 15 690 9 274 before false experimental
experimental4 16 690 3 4 before true experimental
experimental4 17 690 2 54 before true experimental
experimental4 18 690 2 462 before false experimental
experimental4 19 690 1 73 before false experimental
experimental4 20 690 29 15 before true experimental
experimental4 21 700 6 45 before true experimental
experimental4 22 700 1 100 before false experimental
experimental4 23 700 1 16 before true experimental
experimental4 24 700 1 36 before true experimental
experimental4 25 700 2 19 before true experimental
experimental4 26 690 5 11 before true experimental
experimental4 27 690 20 27 before true experimental
experimental4 28 690 3 25 before true experimental
experimental4 29 690 1 35 before true experimental
experimental4 30 690 17 30 before true experimental
experimental4 31 690 1 31 before true experimental
experimental4 32 690 2 36 before true experimental
experimental4 33 690 1 42 before true experimental
experimental4 34 679 18 21 before true experimental
experimental4 35 679 2 19 before true experimental
experimental4 36 679 11 25 before true experimental
experimental4 37 679 7 15 before true experimental
experimental4 38 679 7 21 before true experimental
experimental4 39 690 6 11 before true experimental
experimental4 40 690 3 48 before true experimental
experimental4 41 700 5 15 training true experimental
experimental4 42 700 4 132 training false experimental
experimental4 43 700 18 40 training true experimental
experimental4 44 700 5 13 training true experimental
experimental4 45 700 4 21 training true experimental
experimental4 46 700 2 297 training false experimental
experimental4 47 700 2 6 training true experimental
experimental4 48 700 3 447 training false experimental
experimental4 49 700 1 33 training true experimental
experimental4 50 700 3 28 training true experimental
experimental4 51 700 6 43 training true experimental
experimental4 52 690 5 23 training true experimental
experimental4 53 690 1 30 training true experimental
experimental4 54 690 14 5 training true experimental
experimental4 55 690 1 268 training false experimental
experimental4 56 690 19 29 training true experimental
experimental4 57 700 1 7 training true experimental
experimental4 58 700 1 71 training false experimental
experimental4 59 700 7 453 training false experimental
experimental4 60 700 4 30 training true experimental
experimental4 61 700 1 31 training true experimental
experimental4 62 700 4 31 training true experimental
experimental4 63 690 1 24 training true experimental
experimental4 64 690 1 89 training false experimental
experimental4 65 690 1 16 training true experimental
experimental4 66 690 3 32 training true experimental
experimental4 67 690 4 43 training true experimental
experimental4 68 679 1 20 training true experimental
experimental4 69 679 1 8 training true experimental
experimental4 70 679 4 11 training true experimental
experimental4 71 669 4 1 training true experimental
experimental4 72 669 3 18 training true experimental
experimental4 73 669 4 48 training true experimental
experimental4 74 659 1 18 training true experimental
